track_name,track_artist,track_popularity,track_album_release_date,danceability,energy,acousticness,liveness
Yo Soy Así,Funky,49,29/8/18,0.727,0.899,0.393,0.489
Es Imposible,Funky,52,29/9/15,0.691,0.868,0.0206,0.226
No Me Conformo (Quiero Más),Funky,44,29/8/18,0.793,0.929,0.0124,0.0691
Ven Conmigo,Redimi2,45,29/8/18,0.698,0.749,0.728,0.408
Heme Aquí (Remastered),Funky,29,29/8/18,0.7,0.661,0.0502,0.132
"Trapstorno (feat. Natan El Profeta, Rubinsky Rbk & Philipe)",Redimi2,54,16/3/18,0.758,0.826,0.0794,0.0901
Perfecto Amor (Emasound Remix),Lead,31,12/2/16,0.589,0.838,0.00807,0.135
Mas Que Palabras,Toda la Vida,34,5/7/17,0.758,0.871,0.0219,0.0633
Todo Empezó,Musiko,50,21/11/17,0.71,0.947,0.148,0.252
Lo Mio No Pasa,Alex Zurdo,53,20/12/16,0.754,0.944,0.181,0.0764
Viviré (feat. Evan Craft),Redimi2,54,11/4/17,0.62,0.872,0.0564,0.276
Ganas de Vivir,Kike Pavón,53,8/6/17,0.721,0.856,0.00795,0.0552
Pueto Pa Dios (feat. Arias),Madiel Lara,38,28/7/16,0.679,0.587,0.313,0.0952
Yugo Desigual,Indiomar,48,19/1/17,0.687,0.844,0.276,0.217
Sin Ti,Alex Zurdo,53,17/8/18,0.663,0.839,0.233,0.22
Mi Fe,Natan El Profeta,41,16/2/18,0.594,0.733,0.256,0.224
Se Nota En Tus Ojos,Funky,51,29/9/15,0.751,0.84,0.0953,0.653
Una Nueva Canción (feat. Kike Pavón),Alex Zurdo,49,6/4/17,0.708,0.845,0.218,0.19
Arte (feat. Pablo Quintero),Carlos Herrera Music,30,21/11/17,0.595,0.486,0.114,0.599
Tbt,Madiel Lara,36,8/6/17,0.895,0.678,0.288,0.405
1000 Razones,Toda la Vida,35,10/4/18,0.608,0.494,0.0102,0.0911
No Existe,Abdi,41,27/6/17,0.817,0.745,0.0844,0.0614
I Feel Good,Abdi,15,5/9/18,0.901,0.828,0.0756,0.091
Boom Boom,Abdi,21,8/4/16,0.812,0.707,0.0683,0.0792
Soy Feliz,Rene & Diego,8,10/6/13,0.526,0.801,4.97E-04,0.0967
Dame Mas (Bilingual Version),Genessis & Nikki,20,4/5/18,0.707,0.856,0.0863,0.0696
Cumbia,GAWVI,0,31/3/17,0.821,0.703,0.0163,0.226
Fearless 3:16,Melvin Ayala,24,30/11/18,0.854,0.78,0.132,0.189
Te Adoro - JDR Remix,Bani Muñoz,13,5/7/13,0.624,0.918,0.0526,0.0588
"Solo Tu Jesus (feat. Leticia Oropeza, Mayra Avalos, Samuel Guillermo)",JDR,7,5/7/13,0.768,0.856,0.014,0.114
Encontre Tu Amor (Remix),Mikey A,33,7/12/18,0.837,0.659,0.198,0.303
No Fallará,Funky,44,29/11/18,0.768,0.773,0.0666,0.106
Gozo Vida Cristo Reino,Odanis BSK,24,30/8/18,0.666,0.681,0.279,0.105
No Soy Yo (feat. Redimi2),Alex Zurdo,45,1/8/14,0.677,0.841,0.0681,0.0917
Indestructible - Radio mix,Joel Life,10,19/9/17,0.732,0.899,0.00542,0.226
Brinca [Michaell D Remix],Edu Linares,0,1/1/18,0.68,0.884,0.00265,0.158
Te Amo,Triple Seven,37,31/7/13,0.728,0.932,0.147,0.287
Enamorado,Triple Seven,38,31/7/13,0.67,0.88,0.422,0.0829
Aquí Como en el Cielo - Artury Pepper Remix,Job González,0,2016,0.614,0.699,0.00748,0.142
Mi Dios Es Grande,Artury Pepper,0,2/10/18,0.547,0.565,0.00169,0.0818
Arte [Artury Pepper Remix],Carlos Herrera Music,0,1/1/18,0.659,0.731,0.208,0.158
Alfa & Omega,Gerstronik,22,13/10/17,0.751,0.659,6.89E-04,0.0299
Celebramos - Artury Pepper Remix,Ariel Ramírez,0,2016,0.715,0.916,0.00196,0.0692
Desierto - Basslovd Remix,Gerstronik,1,24/8/18,0.824,0.845,0.0153,0.0819
Me Liberé,Evaluna Montaner,55,19/10/18,0.803,0.761,0.021,0.127
Su Hijo Soy,Eddy Walker,0,14/8/17,0.822,0.567,0.694,0.1
Cuando Las Trompetas Suenen,Nexus Dj,0,26/10/17,0.601,0.972,0.00175,0.0844
Ven y Adorale,Mr. Don,15,3/2/18,0.746,0.915,0.138,0.122
Prometiste Amarme (Remix),Yariel,25,8/6/18,0.736,0.724,0.29,0.316
ESTAR BIEN,ZOE Worship,0,23/9/18,0.767,0.573,0.0687,0.0875
Comencé una Historia,Artury Pepper,0,2015,0.665,0.614,0.0169,0.565
Sin Tu Amor,Musiko,48,21/11/17,0.693,0.791,0.0369,0.0947
Lo Peor de Mi,Onell Diaz,40,8/5/18,0.626,0.718,0.6,0.238
Jefe,Niko Eme,3,6/10/17,0.742,0.658,0.188,0.714
Mi Producto,GabrielRodriguezEMC,31,31/12/18,0.689,0.835,0.25,0.179
Yeshua + Só Quero Ver Você (feat. Marcelo Markes),Gui Brazil,41,16/3/18,0.519,0.775,0.00186,0.0564
Me Gusta,Madiel Lara,44,21/12/18,0.786,0.797,0.22,0.521
For Your Love,Edu Linares,10,21/12/18,0.588,0.942,0.236,0.0579
Menciono Tu Nombre (feat. Omy Alka),Josue Escogido,35,15/12/17,0.712,0.757,0.451,0.122
Te Fallé,Jaydan,35,6/8/18,0.725,0.553,0.00974,0.13
La Vida Es Una,Musiko,37,21/11/17,0.715,0.93,0.0241,0.0583
Link,Madiel Lara,38,4/4/18,0.788,0.82,0.141,0.0606
Me Llevas Más Alto,DJ PV,29,31/3/17,0.708,0.797,0.0361,0.0872
No Te Cambiaré,Rudy Torres,18,2/6/17,0.709,0.711,0.101,0.096
"Ando Con ""Él""",Rudy Torres,14,1/9/17,0.692,0.575,0.407,0.159
Confiare,Yeyo,4,10/8/18,0.708,0.803,0.362,0.134
Viral,Soly,30,31/8/18,0.857,0.609,0.0889,0.0949
Lift,Carlos Herrera Music,42,3/7/18,0.776,0.908,0.0626,0.0536
Volver a Amar Remix,Omy Alka,0,25/4/18,0.808,0.778,0.337,0.0682
Tengo Victoria,Alex Zurdo,50,1/8/14,0.711,0.947,0.0724,0.0725
Danza Kuduro,Don Omar,70,1/1/10,0.699,0.917,0.078,0.065
Seasons,Shaggy,47,17/2/17,0.752,0.806,0.185,0.0824
Wave Your Flag,Afrojack,1,24/2/17,0.72,0.823,0.0588,0.0949
Baldadig,Hardwell,29,12/12/16,0.673,0.939,0.0128,0.32
Aibo,Mystro,35,3/7/14,0.885,0.903,0.286,0.0613
Ohne mein Team,Bonez MC,5,9/9/16,0.774,0.788,0.14,0.0819
Sofia,Alvaro Soler,66,15/7/16,0.688,0.729,0.109,0.225
El Mismo Sol - Jan Leyk Remix,Alvaro Soler,0,10/7/15,0.617,0.939,0.0706,0.356
Dancing Kizomba,Alx Veliz,0,6/11/15,0.682,0.779,0.0103,0.133
Todo Cambio,Becky G,48,3/3/17,0.76,0.877,0.0543,0.183
Sola,Becky G,59,24/6/16,0.685,0.779,0.111,0.421
Can't Stop Dancin' - J Balvin Remix,Becky G,47,3/3/15,0.696,0.599,0.00287,0.105
My Humps,The Black Eyed Peas,9,1/1/05,0.802,0.682,0.111,0.109
Bravs ft Gino Stacksz & Tavv - PakuruWine (prod. Marrabeatsz),Ginostacksz Bravs Tavv,19,26/1/16,0.733,0.708,0.253,0.436
Ny Champagne,Camilo & Grande,21,1/6/15,0.731,0.704,0.0569,0.0619
Gir Dig,Camilo & Grande,29,1/6/15,0.798,0.775,0.0824,0.223
Oh La La La (feat. Akon & J Rand) - Marco Cavax Tropical Mix,Carolina Marquez,0,13/5/16,0.711,0.706,0.585,0.0623
Reggaetón Lento (Bailemos),CNCO,74,26/8/16,0.761,0.838,0.4,0.176
Selecta,Dopebwoy,41,18/3/16,0.868,0.609,0.277,0.105
Te Quiero Pa´Mi,Don Omar,1,11/11/16,0.762,0.81,0.13,0.178
Virtual Diva,Don Omar,57,1/1/09,0.783,0.87,0.185,0.393
One Dance,Drake,20,6/5/16,0.791,0.619,0.00784,0.351
Too Good,Drake,12,6/5/16,0.804,0.648,0.0573,0.102
Hotline Bling,Drake,10,31/7/15,0.893,0.639,0.00226,0.0382
DUELE EL CORAZON,Enrique Iglesias,72,18/4/16,0.724,0.904,0.0786,0.226
Bailando - Spanish Version,Enrique Iglesias,4,1/1/14,0.725,0.779,0.0457,0.0446
Bonbon,Era Istrefi,3,7/3/16,0.632,0.681,0.128,0.116
Move On (C'est la vie),Faydee,40,25/1/15,0.716,0.656,0.135,0.212
Legendary (DJ Kantik Remix),Faydee,12,1/6/16,0.781,0.919,0.00148,0.601
Meisjes Blijven Meisjes,Frenna,50,31/7/15,0.638,0.813,0.00783,0.281
BomBae,Fuse ODG,45,20/5/16,0.852,0.929,0.0614,0.563
La Gozadera,Gente De Zona,7,30/4/15,0.617,0.989,0.178,0.238
Mama Ain't Proud,Guy Sebastian,27,2014,0.687,0.809,0.0887,0.123
Paiso,Hans Grants,0,12/12/14,0.595,0.551,0.452,0.0883
Replay,Iyaz,74,18/8/09,0.706,0.751,0.173,0.168
Safari,J Balvin,10,24/6/16,0.508,0.687,0.551,0.126
Yo Te Lo Dije,J Balvin,1,1/1/13,0.73,0.613,0.0914,0.167
Ay Vamos,J Balvin,3,12/9/14,0.716,0.71,0.166,0.107
6:00 AM,J Balvin,3,1/1/13,0.754,0.743,0.144,0.275
Ginza,J Balvin,5,23/6/15,0.784,0.809,0.235,0.0772
Talk Dirty (feat. 2 Chainz),Jason Derulo,67,10/9/13,0.76,0.652,0.0348,0.307
Claimen,Jayh,40,12/12/14,0.888,0.616,0.0779,0.0627
Ain't Your Mama,Jennifer Lopez,71,7/4/16,0.757,0.678,0.0472,0.0654
Dance Again,Jennifer Lopez,0,18/5/12,0.799,0.864,0.0185,0.0962
Booty,Jennifer Lopez,2,23/9/14,0.72,0.951,0.00362,0.226
On The Floor - Radio Edit,Jennifer Lopez,16,1/1/11,0.765,0.68,0.0953,0.138
So Hot,Jigg,43,1/12/14,0.521,0.751,0.00916,0.21
Vuelve,Juan Magán,1,10/7/15,0.655,0.672,0.627,0.0856
Como El Viento,Juan Magán,0,17/3/15,0.609,0.702,0.128,0.285
Falling In Love - Spanglish Version,Juan Magán,0,17/3/15,0.669,0.897,0.0557,0.109
20 Años,Juan Magán,0,17/3/15,0.478,0.722,0.0982,0.366
Si No Te Quisiera,Juan Magán,0,17/3/15,0.704,0.873,0.19,0.0928
Tentándome,Juan Magán,0,17/3/15,0.702,0.82,0.191,0.25
Contigo,Juan Magán,0,19/1/15,0.503,0.905,0.282,0.085
Te Lo Quiero Hacer (feat. De La Ghetto),KAROL G,47,16/6/15,0.694,0.615,0.107,0.165
V.I.P. (feat. The Product G&B),Kay One,0,8/5/15,0.888,0.667,0.0569,0.119
Gal Ting,Konshens,0,7/8/15,0.878,0.845,0.0616,0.165
Turn Me On (Hold You) - Radio Edit,Kriss Raize,24,10/5/16,0.665,0.855,2.62E-04,0.152
Bucka (feat. Mr. Vegas),Lady Bee,0,4/12/15,0.699,0.957,0.00509,0.137
La Vida Es Una (feat. Pitbull),Lil Jon,32,16/12/16,0.742,0.921,0.00409,0.215
Gasolina Budda Remix,Lil Jon,0,1/1/04,0.72,0.823,0.0655,0.109
Outta Your Mind,Lil Jon,1,1/1/10,0.88,0.986,0.233,0.0553
Macarena - Bayside Boys Remix,Los Del Rio,62,19/3/01,0.737,0.93,0.237,0.0911
One Wine (feat. Major Lazer),Machel Montano,0,4/9/15,0.502,0.944,0.116,0.293
Loin (feat. Dany Synthé & soFLY & Nius) - Pilule violette,Maître Gims,61,26/8/16,0.83,0.765,0.0232,0.0754
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,7,26/1/17,0.803,0.743,0.105,0.099
"Bubble Butt (feat. Bruno Mars, 2 Chainz, Tyga & Mystic) - Radio Mix",Major Lazer,0,31/5/13,0.799,0.605,0.00845,0.485
Brand New Day,Mano Ezoh,0,10/6/16,0.646,0.828,0.246,0.494
On To You (Remix),Marley Waters,0,30/6/15,0.717,0.718,0.0302,0.054
My League,Mavado,22,22/6/15,0.757,0.897,0.0246,0.151
Safari,Maxwell,61,16/12/16,0.834,0.768,0.243,0.142
Gia Sena Liono,MC Gkimpakos,19,30/5/15,0.515,0.842,0.304,0.302
Coco Pt. 2 (feat. Jeezy & O.T. Genasis),Meek Mill,1,15/6/15,0.849,0.587,0.046,0.166
Cocaina (feat. Young Thug),Migos,39,31/7/15,0.571,0.747,0.144,0.233
Coco Jamboo - Radio Version,Mr. President,18,1996,0.832,0.838,0.0791,0.152
Just A Dream - Main,Nelly,46,1/1/10,0.461,0.748,0.0444,0.125
Leaving with Me,Next,37,18/11/14,0.703,0.459,0.0278,0.203
Trapicana,Nguvo,15,19/2/16,0.644,0.535,0.0834,0.154
That's How You Know (feat. Kid Ink & Bebe Rexha),Nico & Vinz,61,17/7/15,0.769,0.437,0.44,0.116
Cut It (feat. Young Dolph),O.T. Genasis,63,25/9/15,0.875,0.673,0.135,0.292
Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,60,11/11/14,0.733,0.676,0.0697,0.208
Cheerleader (Felix Jaehn Remix) - Radio Edit,OMI,51,23/1/15,0.827,0.576,0.184,0.0656
Drop In the Ocean,OMI,50,16/10/15,0.83,0.699,0.304,0.119
Not Nice,PARTYNEXTDOOR,64,12/8/16,0.598,0.496,0.0253,0.12
El Taxi - Radio Edit,Pitbull,54,3/7/15,0.829,0.758,0.0408,0.139
Tchu Tchu Tcha (feat. Enrique Iglesias),Pitbull,33,16/11/12,0.638,0.809,0.0175,0.0975
Ah Leke,Pitbull,38,21/11/14,0.811,0.889,0.0437,0.185
We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song],Pitbull,55,8/4/14,0.595,0.942,0.00431,0.0984
Don't Cha,The Pussycat Dolls,1,22/12/08,0.879,0.578,0.00578,0.231
Pon de Replay - Radio Edit,Rihanna,34,24/5/05,0.75,0.632,1.47E-04,0.108
Now and Later,Sage The Gemini,61,14/10/16,0.781,0.57,0.273,0.196
"Loca People (What the F**k!"") - Radio Edit",Sak Noel,0,26/8/11,0.914,0.805,6.50E-04,0.0527
Shake That Thing,Sean Paul,39,12/11/02,0.629,0.901,0.378,0.296
She Doesn't Mind,Sean Paul,65,24/1/12,0.718,0.776,6.24E-04,0.207
Baby Boy (feat. Beyoncé ),Sean Paul,58,12/11/02,0.658,0.621,0.0667,0.142
Get Busy,Sean Paul,61,12/11/02,0.735,0.824,0.615,0.158
Return of the Tres,Delinquent Habits,51,18/3/01,0.725,0.8,9.12E-05,0.0951
Tequila Sunrise (featuring Barron Ricks),Cypress Hill,34,6/10/98,0.786,0.434,0.0143,0.657
"Comprendes, Mendes?",Control Machete,0,10/2/17,0.853,0.783,0.00162,0.359
Abarajame,Illya Kuryaki & The Valderramas,0,1/1/04,0.765,0.631,0.0861,0.158
Epoca Del Desmadre,The Psycho Realm,27,15/5/12,0.568,0.742,0.0081,0.356
Latin Lingo,Cypress Hill,35,13/8/91,0.853,0.602,0.0206,0.102
Los Bandoleros (feat. Tego Calderon),Don Omar,1,31/7/15,0.592,0.878,0.41,0.322
Mentirosa,Mellow Man Ace,42,1/1/89,0.966,0.505,0.0678,0.197
Andamos Armados,Control Machete,0,10/2/17,0.783,0.967,0.0391,0.748
Ya Estuvo,Kid Frost,20,1/1/90,0.846,0.66,0.142,0.229
La Voz,Delinquent Habits,36,3/3/17,0.689,0.778,0.0216,0.107
Tres Equis,Cypress Hill,31,13/8/91,0.662,0.476,0.00186,0.353
Sueños - Remaster 2004,Tiro De Gracia,47,1/1/04,0.82,0.821,0.0711,0.11
3 Lil' Putos,Cypress Hill,20,20/7/93,0.842,0.874,0.0345,0.295
House of the Rising Drum,Delinquent Habits,35,18/3/01,0.746,0.863,0.00809,0.57
La Rosa De Los Vientos,Makiza,54,1999,0.657,0.578,0.236,0.212
Chupacabras - Remaster 2004,Tiro De Gracia,45,1/1/04,0.8,0.746,0.311,0.0769
1 Adam 12,Delinquent Habits,28,26/8/98,0.804,0.702,0.0176,0.301
Latin Thugs - Explicit Album Version,Cypress Hill featuring Tego Calderon,26,23/3/04,0.685,0.811,0.0549,0.534
Obra Maestra,The Psycho Realm,26,15/5/12,0.641,0.788,0.0309,0.772
Viaje Sin Rumbo - Remaster 2004,Tiro De Gracia,37,1/1/04,0.833,0.733,0.187,0.277
Here Come the Horns,Delinquent Habits,43,26/8/98,0.841,0.628,0.00165,0.276
Si Señor,Control Machete,0,10/2/17,0.828,0.856,0.0375,0.315
El Juego Verdadero,Tiro De Gracia,52,1/1/06,0.849,0.783,0.391,0.311
Asi Son Mis Dias,Control Machete,0,10/2/17,0.688,0.472,0.0155,0.245
Melaza,Tiro De Gracia,43,1/1/06,0.741,0.859,0.432,0.162
Pico-Union District,The Psycho Realm,20,1/1/99,0.467,0.706,0.0187,0.139
Papi ¿Dónde Está El Funk?,Los Tetas,51,1/1/12,0.646,0.683,0.33,0.624
Cuestión de Ti,Tino El Pingüino,36,31/5/13,0.643,0.828,0.177,0.137
Hubiera,Crudo Means Raw,43,2/12/16,0.716,0.343,0.26,0.19
"Comprendes, Mendes?",Control Machete,60,1997,0.84,0.714,5.15E-04,0.408
Afroman,Plastilina Mosh,43,30/6/98,0.651,0.862,0.623,0.56
Ojos de Diablo,Zof Ziro,41,25/6/16,0.841,0.573,0.383,0.105
"Llaves, Teléfono y Cartera",Lng Sht,49,13/11/15,0.584,0.791,0.6,0.71
Ak 47,Granuja,36,6/8/17,0.799,0.304,0.63,0.0858
Wild In Saint Antoine,Gordo Sarkasmus,36,19/3/15,0.798,0.6,0.663,0.122
Somnífera,The Guadaloops,44,29/7/16,0.552,0.493,0.481,0.105
Playa,Sabino,27,4/12/17,0.804,0.818,0.164,0.272
Si Nunca Va a Amanecer,Charles Ans,62,29/1/15,0.761,0.63,0.43,0.11
Me Gustas,La Banda Baston,58,13/3/15,0.762,0.813,0.0633,0.211
Roca N' Ron,Doble Porcion,48,16/9/16,0.756,0.574,0.312,0.394
Verdugo,Proof,44,2/7/16,0.845,0.839,0.468,0.318
Rey de Reyes,María y José,10,6/8/13,0.777,0.902,0.0318,0.0654
Mextasis,Simpson Ahuevo,0,5/9/14,0.749,0.867,0.0817,0.296
Sigue Latiendo,Pseudónimo,0,28/4/15,0.457,0.73,0.154,0.106
A las Cosas por Su Nombre,Violadores Del Verso,49,2006,0.885,0.877,0.214,0.116
Rebelde por Defecto,ToteKing,32,26/11/08,0.493,0.863,0.0687,0.104
De Pe a Pa,Granuja,47,31/3/17,0.715,0.558,0.118,0.236
$. A. N. T. E. R. Í. A.,Doble Porcion,43,16/9/16,0.504,0.534,0.623,0.102
Sangre en el Pool Party,Crudo Means Raw,41,2/12/16,0.792,0.307,0.432,0.148
L.Q.M.E,N. Hardem,41,30/11/16,0.739,0.545,0.49,0.0754
The Look Of Love,Sr Pablo,42,31/8/17,0.615,0.557,0.0562,0.0821
California,Delinquent Habits,48,3/3/17,0.863,0.838,0.138,0.0533
Dando Saltos,Métricas Frías,41,10/8/16,0.725,0.8,0.745,0.1
Jazzstance,Sr Pablo,33,14/12/16,0.85,0.639,0.457,0.24
Punto Rojo,Granuja,42,6/8/17,0.877,0.503,0.263,0.178
Yo Quiero Fumar (I Wanna Get High) - Spanish Edit,Cypress Hill,50,7/10/99,0.499,0.582,0.0232,0.0755
Loco En El Coco (Insane In the Brain) - Spanish Edit,Cypress Hill,44,7/10/99,0.871,0.623,0.0346,0.081
No Entiendes La Onda (How I Could Just Kill A Man) - Spanish Edit,Cypress Hill,43,7/10/99,0.789,0.795,0.00781,0.208
Dr. Dedoverde (Dr. Greenthumb) - Spanish Edit,Cypress Hill,44,7/10/99,0.794,0.434,0.0138,0.1
Latino Lingo (Latin Lingo) - Spanish Edit,Cypress Hill,36,7/10/99,0.856,0.781,0.0134,0.0965
Puercos (Pigs) - Spanish Edit,Cypress Hill,37,7/10/99,0.761,0.624,0.0124,0.187
Marijuano Locos (Stoned Raiders) - Spanish Edit,Cypress Hill,44,7/10/99,0.784,0.704,0.344,0.372
Tú No Ajaunta (Checkmate) - Spanish Edit,Cypress Hill,34,7/10/99,0.859,0.829,0.0753,0.0747
Ilusiones (Illusions) - Spanish Edit,Cypress Hill,40,7/10/99,0.649,0.804,0.00116,0.106
Muévete (Make A Move) - Spanish Edit,Cypress Hill,35,7/10/99,0.763,0.542,0.00179,0.072
No Pierdo Nada (Nothin' To Lose) - Spanish Edit,Cypress Hill,33,7/10/99,0.595,0.87,4.21E-04,0.0531
Tequila (Tequila Sunrise) - Spanish Edit,Cypress Hill,48,7/10/99,0.752,0.46,0.0318,0.156
Tres Equis,Cypress Hill,34,7/10/99,0.66,0.593,0.00214,0.128
Siempre Peligroso - feat. Fermin IV Caballero of Control Machete,Cypress Hill,50,7/10/99,0.901,0.615,0.0289,0.0578
Latin Lingo - Blackout Mix,Cypress Hill,33,7/10/99,0.867,0.738,0.136,0.16
God Level 4,Bruto Chr,39,23/7/15,0.72,0.824,0.0199,0.389
God Level (La Batalla de los Dioses),Omega El CTM,48,7/4/16,0.662,0.836,0.0846,0.675
Asi Yo Soy,Zaturno,0,22/6/09,0.706,0.763,0.264,0.0749
Latinoamérica Morena,Rapper School,52,12/8/16,0.657,0.832,0.125,0.149
Día y Noche,Liricistas,47,27/5/16,0.714,0.686,0.429,0.213
Entiéndelo,Liricistas,34,2/2/18,0.672,0.842,0.331,0.129
8.21,Mente Sabia Crú,27,13/1/17,0.777,0.698,0.256,0.0648
Instinto Brutal,Canabision,19,15/11/16,0.673,0.831,0.12,0.108
Rocas (feat. Portavoz & Stailok),Jesteinritmos,0,25/9/14,0.633,0.912,0.254,0.39
Puetas Subterráneos,Portavoz,0,2012,0.635,0.604,0.172,0.127
No Van Pal Baile,Portavoz,0,27/10/17,0.751,0.773,0.155,0.115
Desde,Portavoz,0,23/9/16,0.829,0.433,0.136,0.306
God Level 3,Apache,50,23/7/15,0.675,0.797,0.145,0.127
Algún Día (feat. Negro Sambo),Gran Rah,27,12/12/17,0.525,0.886,0.179,0.0993
Querida Maldita,Bascur,22,1/11/14,0.677,0.88,0.0418,0.322
"Promocional, Pt. 1 / God Level",Kaiser,40,13/7/17,0.648,0.847,0.0827,0.811
La Cancion Mas Triste de MI Vida,Omega El CTM,38,17/12/15,0.74,0.822,0.07,0.242
Milki,Akapellah,45,23/8/16,0.907,0.455,0.272,0.0978
Escribo Rap Con R de Revolución,Portavoz,0,2012,0.789,0.659,0.234,0.22
¿Clásicos?,Mente Sabia Crú,29,13/1/17,0.903,0.677,0.243,0.0473
Witrapaiñ ”Estamos de Pie”,Portavoz,0,27/10/17,0.764,0.617,0.295,0.182
"Esta Noche (feat. Portavoz, Niel & Evelyn Cornejo)",Cidtronyck,55,14/11/17,0.738,0.671,0.176,0.0919
Versatil,Némesis,0,1/1/04,0.755,0.688,0.0207,0.578
Sacar la Voz,Ana Tijoux,0,31/1/12,0.601,0.499,0.0171,0.171
Entre Horizonte y Verticalde (feat. Sebastián Jordán),Cevlade,28,1/7/14,0.596,0.681,0.365,0.123
I Love You a Lo Vío (feat. Movimiento Original),Chystemc,55,11/11/16,0.727,0.8,0.501,0.352
I Gotta Feeling - Edit,The Black Eyed Peas,55,1/1/09,0.746,0.778,0.0486,0.0907
Livin' On A Prayer,Bon Jovi,24,1/1/86,0.534,0.887,0.0768,0.325
It Takes Two,Rob Base & DJ EZ Rock,54,5/5/88,0.8,0.723,0.00228,0.26
Cruise,Florida Georgia Line,70,1/1/12,0.457,0.948,0.0191,0.0536
Carrying Your Love With Me,George Strait,62,1/1/97,0.629,0.479,0.22,0.0587
La Vida Es Un Carnaval,Celia Cruz,57,1/1/03,0.813,0.735,0.482,0.285
La Mordidita,Ricky Martin,69,10/2/15,0.725,0.903,0.0344,0.183
Macarena,Los Del Rio,58,13/12/93,0.923,0.679,0.428,0.0908
In Case You Didn't Know,Brett Young,73,10/2/17,0.607,0.536,0.386,0.102
"Hey, Soul Sister",Train,82,1/12/10,0.673,0.886,0.185,0.0826
Yeah!,Usher,0,8/3/04,0.881,0.788,0.0212,0.0377
You're The One That I Want - From “Grease”,John Travolta,10,1/1/05,0.743,0.774,0.256,0.155
Cupid Shuffle,Cupid,60,11/9/07,0.785,0.582,0.191,0.2
Copperhead Road,Steve Earle,4,1/1/08,0.378,0.742,0.0257,0.0659
Baila Esta Cumbia,Selena,63,1/1/10,0.711,0.803,0.52,0.0987
Bidi Bidi Bom Bom,Selena,62,1/1/10,0.569,0.721,0.102,0.205
Despacito,Luis Fonsi,58,17/2/17,0.665,0.779,0.216,0.107
Wobble,V.I.C.,59,2008,0.855,0.746,0.402,0.146
Humble And Kind,Tim McGraw,70,1/1/15,0.355,0.48,0.679,0.12
Neon Moon,Brooks & Dunn,68,8/9/09,0.702,0.632,0.554,0.127
My Girl,The Temptations,26,1/1/65,0.579,0.419,0.625,0.0981
Electric Boogie,Marcia Griffiths,42,6/3/90,0.769,0.898,0.116,0.261
Head Over Boots,Jon Pardi,71,13/5/16,0.563,0.688,0.0763,0.0863
Payaso de rodeo,Caballo Dorado,13,16/9/14,0.683,0.838,0.0355,0.0627
We Are Family,Sister Sledge,71,15/2/79,0.784,0.893,0.3,0.272
Love Shack,The B-52's,69,23/6/89,0.715,0.817,0.0325,0.851
Uptown Funk - Radio Edit,Mark Ronson,43,5/8/16,0.854,0.65,0.00794,0.0692
Sweet Caroline,Neil Diamond,20,29/6/87,0.538,0.127,0.589,0.238
Cha Cha Slide - Original Live Platinum Band Mix,DJ Casper,54,1/1/04,0.978,0.691,0.00148,0.28
Hey Ya!,OutKast,78,2003,0.728,0.974,0.103,0.175
Dancing Queen,ABBA,72,1976,0.539,0.884,0.382,0.76
Chicken Fried,Zac Brown Band,75,17/11/08,0.566,0.713,0.645,0.114
The Middle,Jimmy Eat World,19,2001,0.629,0.897,0.0424,0.263
Body Like A Back Road,Sam Hunt,22,3/11/17,0.733,0.463,0.438,0.19
Mi Gente (feat. Beyoncé),J Balvin,27,2/2/18,0.762,0.727,0.0221,0.175
This Girl - Kungs Vs. Cookin' On 3 Burners,Kungs,19,4/11/16,0.791,0.702,0.0751,0.0741
24K Magic,Bruno Mars,32,27/1/17,0.809,0.807,0.0301,0.0814
P.Y.T. (Pretty Young Thing),Michael Jackson,71,30/11/82,0.888,0.815,0.23,0.127
Kick The Dust Up,Luke Bryan,36,7/8/15,0.597,0.86,0.196,0.0873
Blue Ain't Your Color,Keith Urban,70,6/5/16,0.69,0.416,0.617,0.102
Zum Zum,Daddy Yankee,66,15/6/18,0.839,0.832,0.0622,0.282
La Chona,Los Tucanes De Tijuana,64,13/9/17,0.844,0.717,0.00966,0.344
La niña fresa,Banda Zeta,57,25/10/07,0.864,0.662,0.125,0.148
Escándalo,Margarita la diosa de la cumbia,59,26/10/10,0.917,0.571,0.0391,0.138
Cake By The Ocean,DNCE,2,23/10/15,0.769,0.757,0.146,0.062
Danza Kuduro,Don Omar,75,1/1/10,0.4,0.915,0.0846,0.0503
Speechless,Dan + Shay,71,18/5/18,0.631,0.44,0.328,0.239
Jello,PRETTYMUCH,63,14/12/18,0.704,0.636,0.0655,0.579
Better Now,Post Malone,55,27/4/18,0.686,0.579,0.334,0.135
