track_name,track_artist,track_popularity,track_album_release_date
Sex on Fire,Kings of Leon,79,23/9/08
Otherside,Red Hot Chili Peppers,78,8/6/99
Don't Cry (Original),Guns N' Roses,74,1/1/91
Zombie,The Cranberries,80,3/10/94
Knockin' On Heaven's Door,Guns N' Roses,77,17/9/91
This Mess We're In,PJ Harvey,58,1/1/00
Last Goodbye,Jeff Buckley,13,16/6/05
Karma Police,Radiohead,74,28/5/97
Black,Pearl Jam,75,27/8/91
Stand by Me,Oasis,67,21/8/97
Wind Of Change,Scorpions,77,1/1/90
Englishman In New York,Sting,71,1/1/87
"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon""",Aerosmith,74,18/8/98
Don't Look Back in Anger - Remastered,Oasis,73,2/10/95
Sweet Child O' Mine,Guns N' Roses,82,1/1/87
More Than Words,Extreme,67,1/1/90
Stairway to Heaven - Remaster,Led Zeppelin,78,8/11/71
Comfortably Numb,Pink Floyd,74,30/11/79
Time,Pink Floyd,70,1/3/73
High And Dry,Radiohead,72,28/3/95
Somewhere Only We Know,Keane,77,1/1/04
Torn,Natalie Imbruglia,69,24/11/97
White Flag,Dido,68,25/6/05
Last Kiss,Pearl Jam,70,21/6/05
Yellow Ledbetter,Pearl Jam,69,13/6/05
Bed Of Roses,Bon Jovi,73,3/11/92
Livin' On A Prayer,Bon Jovi,83,1/1/86
Rock You Like A Hurricane,Scorpions,68,27/3/84
Paranoid,Black Sabbath,76,18/9/70
Have You Ever Seen The Rain,Creedence Clearwater Revival,78,7/12/70
Dust in the Wind,Kansas,77,30/5/05
Hotel California - 2013 Remaster,Eagles,82,8/12/76
Ordinary World,Duran Duran,72,15/2/93
New Kid in Town - 2013 Remaster,Eagles,64,8/12/76
Piano Man,Billy Joel,74,7/11/73
Tiny Dancer,Elton John,79,5/11/71
The Sound of Silence - Acoustic Version,Simon & Garfunkel,74,19/10/64
Still Crazy After All These Years,Paul Simon,60,25/10/75
"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,73,25/8/92
Angie,The Rolling Stones,72,31/8/73
"Another Brick in the Wall, Pt. 2",Pink Floyd,76,30/11/79
The Pretender,Foo Fighters,76,25/9/07
How You Remind Me,Nickelback,78,11/9/01
You Get What You Give,New Radicals,73,1/1/98
Thank You,Dido,68,21/6/05
There She Goes,Sixpence None The Richer,63,19/6/05
Erase / Rewind,The Cardigans,60,1/1/98
Wherever You Will Go,The Calling,72,23/6/05
Shape Of My Heart,Sting,72,9/3/93
Roxanne,The Police,77,2/11/78
Trouble,Coldplay,71,10/7/00
In the End,Linkin Park,83,24/10/00
Last Resort,Papa Roach,79,25/4/01
Feel,Robbie Williams,72,24/6/05
Angels,Robbie Williams,73,1/1/97
She's The One,Robbie Williams,67,20/6/05
Smooth (feat. Rob Thomas),Santana,59,21/6/05
Sonnet,The Verve,61,29/9/97
The Adventures Of Rain Dance Maggie,Red Hot Chili Peppers,0,29/8/11
Knockin' On Heaven's Door - Remastered,Bob Dylan,73,13/7/73
Stop Crying Your Heart Out,Oasis,67,3/2/02
Closer,Travis,59,7/5/07
Hold the Line,TOTO,75,10/10/78
Big in Japan - Best of-Version,Alphaville,57,17/12/91
Dark Necessities,Red Hot Chili Peppers,74,17/6/16
I'm Not In Love,10cc,70,28/5/05
Like a Stone,Audioslave,75,17/11/02
Can't Stop,Red Hot Chili Peppers,80,9/7/02
Africa,TOTO,83,8/4/82
The Second You Sleep,Saybia,58,28/10/02
Is This Love - 2007 Remastered Version,Whitesnake,14,1/11/87
Don't Go Away,Oasis,60,21/8/97
Sing,Travis,67,12/6/01
Use Somebody,Kings of Leon,75,23/9/08
Starlight,Muse,73,19/6/06
Supermassive Black Hole,Muse,73,19/6/06
Madness,Muse,70,24/9/12
Seven Nation Army,The White Stripes,78,1/4/03
Hysteria,Muse,69,23/3/04
Psycho,Travel With The Sun,39,1/11/19
Time Is Running Out,Muse,68,23/3/04
Dry Ink,Travel With The Sun,20,5/7/19
Autumn,Day Felice,39,12/7/19
Knights of Cydonia,Muse,69,19/6/06
Flaws,Travel With The Sun,33,23/8/19
When You Were Young,The Killers,75,2/10/06
Psycho,Muse,69,4/6/15
Reasons,Travel With The Sun,36,11/10/19
Feeling Good,Muse,65,23/6/05
Undisclosed Desires,Muse,65,10/9/09
Shine a Light,Travel With The Sun,7,1/11/19
Last Nite,The Strokes,72,30/7/01
Resistance,Muse,63,10/9/09
We Hear You,Travel With The Sun,13,1/11/19
Stockholm Syndrome,Muse,60,23/3/04
Grayscale,Travel With The Sun,19,1/11/19
Take Me Out,Franz Ferdinand,70,16/2/04
Supremacy,Muse,61,24/9/12
State of Insanity,Travel With The Sun,12,1/11/19
The Kill,Thirty Seconds To Mars,71,1/1/05
Panic Station,Muse,61,24/9/12
Hate To Say I Told You So,The Hives,66,12/9/00
Mercy,Muse,60,4/6/15
Dakota,Stereophonics,68,1/1/05
Unintended,Muse,61,21/6/05
Chelsea Dagger,The Fratellis,67,1/1/06
Dead Inside,Muse,59,4/6/15
This Is War,Thirty Seconds To Mars,67,1/1/09
Sunburn,Muse,59,21/6/05
Coffee and TV,Blur,66,15/3/98
Map of the Problematique,Muse,58,19/6/06
Survival,Muse,58,24/9/12
Reapers,Muse,59,4/6/15
Ruby,Kaiser Chiefs,65,1/1/07
Butterflies and Hurricanes,Muse,58,23/3/04
Icky Thump,The White Stripes,64,15/6/07
Sunday Morning,The Velvet Underground,11,12/3/67
Empty,Garbage,32,10/6/16
Should I Stay Or Should I Go,Red Band,30,1/4/14
Firestarter,The Prodigy,64,19/6/05
The Black Angel's Death Song,The Velvet Underground,41,12/3/67
Army Of Me,Björk,57,13/6/95
Tilt,Scott Walker,15,1/1/95
I Bet You Look Good On The Dancefloor,Arctic Monkeys,71,29/1/06
"I Had a Dream, Joe - 2010 Remastered Version",Nick Cave & The Bad Seeds,29,14/6/05
Louie Louie,Iggy Pop,35,1/1/11
London Calling - Remastered,The Clash,73,1/6/05
Been Caught Stealing,Jane's Addiction,57,21/8/90
This Is Love,PJ Harvey,51,1/1/00
Viva La Vida,Coldplay,78,26/5/08
The Passenger,Siouxsie and the Banshees,59,2/3/87
My Way - 1993 Remastered Version,Sid Vicious,43,28/4/08
In The Air Tonight - 2015 Remastered,Phil Collins,76,1/1/81
My Iron Lung,Radiohead,55,28/3/95
Helter Skelter - Remastered 2009,The Beatles,62,22/11/68
Vicious,Lou Reed,56,1/12/72
Loverman - 2011 Remastered Version,Nick Cave & The Bad Seeds,47,18/4/94
Red Right Hand,Arctic Monkeys,52,16/8/09
Little Black Submarines,The Black Keys,64,6/12/11
Hallo Spaceboy (with the Pet Shop Boys) - Pet Shop Boys Remix,David Bowie,33,21/10/02
The Garden,Einstürzende Neubauten,28,21/5/91
Cargo Cult,Mick Harvey,9,20/1/17
Manhattan,Scott Walker,15,1/1/95
Gold on the Ceiling,The Black Keys,69,6/12/11
Blue Orchid,The White Stripes,60,7/6/05
Climbing Up the Walls,Radiohead,56,28/5/97
Vulture,Iggy Pop,28,18/3/16
My Death,Scott Walker,24,20/5/05
Somedays,Tess Parks,38,18/11/13
Shivers,The Witches,19,1/3/96
Trampled Rose,Tom Waits,34,5/10/04
Lost!,Coldplay,52,26/5/08
Grace,Jeff Buckley,12,16/6/05
Just,Radiohead,61,28/3/95
Lazarus,David Bowie,61,8/1/16
Hello,Blackfield,26,28/9/18
Chocolate Jesus,Tom Waits,42,27/4/99
Farmer In The City,Scott Walker,33,1/1/95
Bells & Circles,Underworld,41,27/7/18
White Rabbit,Jefferson Airplane,69,20/5/05
Breathe,The Prodigy,66,19/6/05
I Wanna Be Your Dog,The Stooges,61,5/8/69
Romeo Had Juliette,Lou Reed,40,10/1/89
Her Eyes Are a Blue Million Miles,Captain Beefheart & His Magic Band,49,11/9/72
Fire Is Coming,Flying Lotus,38,24/5/19
Loves Missing,Iggy Pop,51,6/9/19
Dreams,L'Epee,23,17/5/19
Gypsies of the Band,Electric Zoo,11,29/4/19
Octopus,Syd Barrett,45,13/5/16
Lucky,Radiohead,57,28/5/97
Jubilee Street,Nick Cave & The Bad Seeds,51,18/2/13
They Come at Night,Marianne Faithfull,25,2/11/18
הביאו את הנגרים,Hila Ruach,13,11/10/19
bad guy,Billie Eilish,95,29/3/19
Red Right Hand - From 'Peaky Blinders' Original Soundtrack,PJ Harvey,50,23/10/19
Heat,David Bowie,31,8/3/13
Fire,Saravah Soul,5,5/7/10
Father O'Blivion,Frank Zappa,37,22/3/74
Monkey Gone to Heaven,Pixies,61,17/4/89
Anemone,The Brian Jonestown Massacre,62,9/6/08
Pissing In a River,Patti Smith,40,29/5/05
Real Love,Inga-Dingo,12,19/4/18
Kyoto,HÆLOS,20,23/1/19
Clean,Adia Victoria,24,22/2/19
Rides Through The Morning,Michael Nau,42,26/6/19
Scene Seven: I. The Dance of Eternity,Dream Theater,52,1/1/99
Proxima Centaury,Karkara,27,25/10/19
Ovation,Pomegranate Tiger,18,11/12/15
South of Reality,The Claypool Lennon Delirium,28,22/2/19
"River of Sorrow, River of Hope",Izzy Gaon,6,5/9/19
Things Cannot Remain As They Are,Alma Madre,1,18/8/19
Just Like Honey,The Jesus and Mary Chain,62,18/11/85
Let There Be More Light,Pink Floyd,49,29/6/68
Lords of the Backstage,Marillion,17,16/8/19
Snake Eyes,Trouble,27,6/6/17
Break Into Your Heart,Iggy Pop,38,18/3/16
She’s Gone Away,Nine Inch Nails,40,23/12/16
Hunnybee,Unknown Mortal Orchestra,69,6/4/18
Holocaust,Big Star,32,14/9/09
You Look Like Rain,Morphine,49,15/6/05
Axolotl,The Veils,33,26/8/16
A Real Indication,Thought Gang,19,2/11/18
Dawn Chorus,Thom Yorke,55,26/6/19
Jigsaw Falling Into Place,Radiohead,64,28/12/07
Paper Tiger,Beck,45,1/1/02
Need a Little Time,Courtney Barnett,45,18/5/18
Familiar Planes,Fufu Banana,17,7/1/20
Dancer,Laila,2,22/3/17
Fat Lip,Sum 41,73,1/1/01
Basket Case,Green Day,79,1/2/94
In Too Deep,Sum 41,74,1/1/01
All The Small Things,blink-182,78,1/6/99
Dammit,blink-182,63,19/6/05
Scotty Doesn't Know,Lustra,66,28/6/05
My Own Worst Enemy,Lit,70,23/2/99
Stacy's Mom,Fountains Of Wayne,73,1/1/03
Semi-Charmed Life,Third Eye Blind,74,8/4/97
One Week,Barenaked Ladies,69,7/7/98
1985,Bowling For Soup,69,26/6/05
Slide,The Goo Goo Dolls,69,11/9/98
Lifestyles of the Rich & Famous,Good Charlotte,68,4/10/02
Thnks fr th Mmrs,Fall Out Boy,76,1/1/07
"This Ain't A Scene, It's An Arms Race",Fall Out Boy,67,1/1/07
Misery Business,Paramore,71,11/6/07
I'm Not Okay (I Promise),My Chemical Romance,74,8/6/04
MakeDamnSure,Taking Back Sunday,66,25/4/06
Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,Panic! At The Disco,63,27/9/05
"Build God, Then We'll Talk",Panic! At The Disco,59,27/9/05
Cute Without The 'E' (Cut From The Team),Taking Back Sunday,66,26/3/02
Only One,Yellowcard,63,1/1/03
Beverly Hills,Weezer,69,10/5/05
Just the Girl,The Click Five,59,8/8/05
Absolutely (Story of a Girl) - Radio Mix,Nine Days,65,16/5/00
Jenny,The Click Five,59,26/6/07
Tounge Tied,Faber Drive,45,1/1/07
Lips Of An Angel,Hinder,71,1/1/05
Better Than Me,Hinder,61,1/1/05
Without You,Hinder,56,1/1/08
Over You,Daughtry,57,28/6/05
Photograph,Nickelback,67,26/9/05
Savin' Me,Nickelback,64,26/9/05
Better Days,The Goo Goo Dolls,50,28/6/05
If You're Gone,Matchbox Twenty,64,23/5/00
Drops of Jupiter,Train,77,27/3/01
3AM,Matchbox Twenty,68,1/10/96
I'll Be,Edwin McCain,70,19/6/05
All For You,Sister Hazel,63,1/1/97
Only Wanna Be with You,Hootie & The Blowfish,68,1/7/94
Every Morning,Sugar Ray,63,21/6/05
Fly,Sugar Ray,63,20/6/97
Inside Out,Eve 6,65,20/6/05
Sex & Candy,Marcy Playground,68,1/1/97
Say It Ain't So,Weezer,73,10/5/94
Hey,Pixies,67,17/4/89
No Rain,Blind Melon,73,1/1/92
Hunger Strike,Temple Of The Dog,59,1/1/90
Walkin' On The Sun,Smash Mouth,64,8/7/97
All Star,Smash Mouth,79,1/1/99
Tubthumping,Chumbawamba,62,1/1/97
MMMBop,Hanson,65,1/1/97
One Headlight,The Wallflowers,70,1/1/96
The Way,Fastball,62,1/1/98
Barely Breathing,Duncan Sheik,58,18/6/05
Crash into Me,Dave Matthews Band,66,30/4/96
Your Body Is a Wonderland,John Mayer,77,16/8/01
How's It Going to Be,Third Eye Blind,64,8/4/97
Hey Leonardo (She Likes Me for Me),Blessid Union Of Souls,50,27/4/99
It's Not Over,Daughtry,59,28/6/05
Kryptonite,3 Doors Down,77,22/6/05
I Hate Everything About You,Three Days Grace,70,19/4/03
When I'm Gone,3 Doors Down,69,1/1/02
Blurry,Puddle Of Mudd,65,1/1/01
She Hates Me,Puddle Of Mudd,69,28/8/01
Psycho,Puddle Of Mudd,62,1/1/07
Smooth Criminal,Alien Ant Farm,72,1/1/01
The Red,Chevelle,68,24/6/05
Send the Pain Below,Chevelle,63,24/6/05
So Far Away,Staind,66,13/5/03
Scars,Papa Roach,64,1/1/04
Numb,Linkin Park,81,24/3/03
Bring Me To Life,Evanescence,78,1/1/03
Going Under,Evanescence,69,1/1/03
My Way,Limp Bizkit,69,17/10/00
Freak On a Leash,Korn,73,18/8/98
Down with the Sickness,Disturbed,74,25/2/00
Higher,Creed,67,1/1/99
With Arms Wide Open - New Version With Strings,Creed,60,1/1/99
Adrienne,The Calling,48,23/6/05
Broken,Seether,69,1/1/04
Snuff,Slipknot,58,20/8/08
Far Away,Nickelback,70,26/9/05
Here Without You,3 Doors Down,75,1/1/02
Snow (Hey Oh),Red Hot Chili Peppers,79,9/5/06
Dani California,Red Hot Chili Peppers,76,9/5/06
In Bloom - Nevermind Version,Nirvana,64,26/9/91
Smoke Two Joints,Sublime,61,1/6/92
Wrong Way,Sublime,64,30/7/96
The Look,Metronomy,69,11/4/11
Heavy Wave,Motorama,52,26/1/15
Take Care of You,Cherokee,48,21/2/18
Pool Party,Self Sabotage,32,17/3/17
Montreal,Roosevelt,54,19/8/13
Wind In Her Hair,Motorama,44,5/7/05
Love Song (feat. Glasses),Kazy Lambist,55,8/6/18
Polarised,Cosmo's Midnight,48,15/6/18
Doing Yoga,Kazy Lambist,58,1/8/16
Don't Matter,Cherokee,53,11/11/13
Alps,Motorama,44,5/7/05
Matilda,alt-J,55,18/9/12
Juvenile,The Blaze,59,7/4/17
Hanoï café,Bleu Toucan,58,3/6/16
Ann Wants to Dance,Papooz,54,3/6/16
Different State of Mind,Kid Bloom,60,2/12/16
Money,The Drums,64,1/1/11
Vanille fraise,L'Impératrice,63,7/7/05
Ghost,Motorama,46,5/7/05
Toi Et Moi,Paradis,57,23/9/16
Sonate Pacifique,L'Impératrice,61,22/9/14
Lovesong,The Cure,60,2/5/89
Disorder - 2007 Remaster,Joy Division,68,1/6/79
How Soon Is Now? - 2011 Remaster,The Smiths,69,6/6/05
Love My Way,The Psychedelic Furs,58,1/1/88
Heaven,The Psychedelic Furs,39,1/1/88
Isolation - 2007 Remaster,Joy Division,52,2/6/05
Blue Monday - 2016 Remaster,New Order,73,6/12/05
This Charming Man - 2011 Remaster,The Smiths,72,6/6/05
Age of Consent - 2015 Remaster,New Order,65,2/5/83
Heaven Knows I'm Miserable Now - 2011 Remaster,The Smiths,58,6/6/05
This Must Be the Place (Naive Melody) - 2005 Remaster,Talking Heads,70,31/5/83
Lips Like Sugar,Echo & the Bunnymen,52,6/7/87
Leave Me Alone - 2015 Remaster,New Order,51,2/5/83
Dreams Never End - 2015 Remaster,New Order,52,13/1/81
Shadowplay - 2007 Remaster,Joy Division,59,1/6/79
Love Will Tear Us Apart - 2010 Remaster,Joy Division,64,2/7/05
Transmission - 2010 Remaster,Joy Division,48,2/7/05
Atmosphere - 2010 Remaster,Joy Division,50,2/7/05
Everyday Is Like Sunday - 2011 Remaster,Morrissey,50,15/3/88
First Of The Gang To Die - Remastered,Morrissey,0,1/1/08
Suedehead - 2011 Remaster,Morrissey,51,15/3/88
The Last of the Famous International Playboys - 2010 Remaster,Morrissey,38,15/10/90
"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",The Smiths,65,6/6/05
Bigmouth Strikes Again - 2011 Remaster,The Smiths,67,8/6/05
A Forest - Remastered Version,The Cure,53,18/4/80
Friday I'm in Love,The Cure,67,21/4/92
Boys Don't Cry - Single Version,The Cure,62,11/5/79
Just Like Heaven,The Cure,65,25/5/87
Close to Me - Remastered,The Cure,60,26/8/85
Precious,Depeche Mode,57,18/10/05
Personal Jesus - Original Seven Inch Version,Depeche Mode,61,11/6/05
Policy Of Truth - 2006 Remastered Version,Depeche Mode,56,19/3/90
"You Just Haven't Earned It Yet, Baby",The Smiths,44,9/6/05
Unloveable - 2011 Remaster,The Smiths,48,9/6/05
A Question of Lust,Depeche Mode,43,17/3/86
A Question of Lust,Depeche Mode,5,17/3/86
Back on the Chain Gang,Morrissey,4,2/11/18
Space Age Love Song,A Flock Of Seagulls,50,3/6/05
Modern Love - 1999 Remaster,David Bowie,28,14/4/83
Let's Dance - 1999 Remaster,David Bowie,32,14/4/83
Moonage Daydream - 2012 Remaster,David Bowie,68,6/6/72
Dead Man's Party,Oingo Boingo,53,1/1/85
Just Another Day,Oingo Boingo,44,1/1/85
Mad World,Tears For Fears,64,7/3/83
Cities In Dust - Single Version,Siouxsie and the Banshees,1,1/1/02
Save It For Later,The English Beat,52,1/1/12
"Head Over Heels - Dave Bascombe 7"" N.Mix",Tears For Fears,64,25/2/85
Metal,Gary Numan,44,1/6/05
Inbetween Days,The Cure,62,26/8/85
Pictures Of You - Remastered,The Cure,60,2/5/89
"Strangelove - 7"" Version",Depeche Mode,52,23/9/98
But Not Tonight,Depeche Mode,44,17/3/86
Echo Beach,Martha and the Muffins,56,2/6/05
Electricity - 2003 Digital Remaster,Orchestral Manoeuvres In The Dark,55,22/2/80
Reel Around the Fountain - 2011 Remaster,The Smiths,51,6/6/05
Stay,Oingo Boingo,0,1/1/91
"The More You Live, The More You Love",A Flock Of Seagulls,38,3/6/05
Eyes Without A Face,Billy Idol,67,1/11/83
China Girl - 1999 Remaster,David Bowie,22,14/4/83
Saigon - 2002 Digital Remaster,Martha and the Muffins,16,2/6/05
Are 'Friends' Electric?,Tubeway Army,50,22/6/79
I Wanna Be Adored - Remastered,The Stone Roses,64,2/5/89
So In Love,Orchestral Manoeuvres In The Dark,53,17/6/85
Girlfriend in a Coma - 2011 Remaster,The Smiths,56,9/6/05
Well I Wonder - 2011 Remaster,The Smiths,54,7/6/05
Never Had No One Ever - 2011 Remaster,The Smiths,48,8/6/05
Wonderful Woman - 2008 Remaster,The Smiths,32,11/11/08
(Feels Like) Heaven,Fiction Factory,45,6/6/05
"If You Leave - From ""Pretty In Pink""",Orchestral Manoeuvres In The Dark,59,1/1/09
Blue Monday '88 - 2015 Remaster,New Order,52,6/12/05
She's In Parties,Bauhaus,41,1/5/86
April Skies,The Jesus and Mary Chain,51,31/8/87
Eighties - 2007 Digital Remaster,Killing Joke,52,4/2/85
The Promise,When In Rome,63,1/1/88
To Cut a Long Story Short - 2010 Remaster,Spandau Ballet,30,3/6/05
Bringing Home the Ashes,The Wild Swans,30,10/6/05
Modern Love Is Automatic,A Flock Of Seagulls,22,30/4/82
Lucretia My Reflection - Vinyl Version,Sisters of Mercy,50,9/6/05
Play for Today - Remastered Version,The Cure,43,18/4/80
Moving in Stereo,The Cars,56,6/6/78
Happy When It Rains,The Jesus and Mary Chain,47,31/8/87
Enjoy The Silence - 2006 Remastered Version,Depeche Mode,50,19/3/90
Barbarism Begins at Home - 2011 Remaster,The Smiths,52,7/6/05
The Headmaster Ritual - 2011 Remaster,The Smiths,53,7/6/05
Shake It Up,The Cars,48,6/11/81
Promised Land,Skeletal Family,38,1/1/83
The Killing Moon,Echo & the Bunnymen,63,11/11/85
Under the Milky Way,The Church,59,16/2/88
Come As You Are,Nirvana,35,26/9/91
Say It Ain't So,Weezer,5,10/5/94
My Hero,Foo Fighters,69,20/5/97
Monkey Wrench,Foo Fighters,68,20/5/97
Learn to Fly,Foo Fighters,73,2/11/99
All The Small Things,blink-182,21,1/1/99
Self Esteem,The Offspring,67,8/4/94
Drain You,Nirvana,58,26/9/91
What's My Age Again?,blink-182,20,1/1/99
1979 - Remastered 2012,The Smashing Pumpkins,15,12/12/95
"Tonight, Tonight - Remastered 2012",The Smashing Pumpkins,11,12/12/95
Lake Of Fire,Nirvana,65,1/1/94
Lightning Crashes,Live,49,1/1/04
American Music,Violent Femmes,0,26/4/91
Blister In The Sun,Violent Femmes,9,4/6/05
Out The Window,Violent Femmes,0,26/4/91
Give It Away,Red Hot Chili Peppers,73,24/9/91
Today - Remastered,The Smashing Pumpkins,4,15/6/05
With Or Without You - Remastered,U2,24,10/3/87
Shadow of the Day,Linkin Park,50,14/5/07
Welcome to the Black Parade,My Chemical Romance,78,23/10/06
Teenagers,My Chemical Romance,77,23/10/06
The Middle,Jimmy Eat World,13,23/6/05
I Hate Everything About You,Three Days Grace,72,25/12/07
Livin' On A Prayer,Bon Jovi,16,1/1/86
Wanted Dead Or Alive,Bon Jovi,8,1/1/86
It's My Life,Bon Jovi,14,13/6/00
You Give Love A Bad Name,Bon Jovi,15,1/1/86
Have A Nice Day,Bon Jovi,2,20/9/05
Bad Medicine,Bon Jovi,2,1/1/10
The Feast and The Famine,Foo Fighters,54,9/11/14
Something from Nothing,Foo Fighters,59,9/11/14
I Am A River,Foo Fighters,53,9/11/14
These Days,Foo Fighters,64,12/4/11
Walk,Foo Fighters,68,12/4/11
Long Road To Ruin,Foo Fighters,58,25/9/07
Walking After You - Live,Foo Fighters,1,7/11/06
Big Me - Live,Foo Fighters,1,7/11/06
Move Along,The All-American Rejects,57,1/1/05
Dirty Little Secret,The All-American Rejects,62,1/1/05
Money For Nothing,Dire Straits,19,13/5/85
Gives You Hell,The All-American Rejects,8,1/1/08
Walk Of Life,Dire Straits,26,13/5/85
You Shook Me All Night Long,AC/DC,72,24/5/86
Bliss,Th' Dudes,52,1/5/80
Cheap Wine - 2011 Remastered,Cold Chisel,0,1/1/13
Island In The Sun,Weezer,10,25/2/03
Be Mine Tonight,Th' Dudes,48,1/5/79
El Scorcho,Weezer,0,24/9/96
Sultans Of Swing,Dire Straits,25,7/10/78
Romeo And Juliet,Dire Straits,22,17/10/80
Why Don't You Get A Job,The Offspring,8,16/11/98
Glow,Alien Ant Farm,0,1/1/03
Adam's Song,blink-182,7,1/1/99
Sex on Fire,Kings of Leon,64,23/9/08
Drive,Incubus,74,26/10/99
Notion,Kings of Leon,58,23/9/08
Waste A Moment,Kings of Leon,67,14/10/16
Trani,Kings of Leon,0,19/8/03
Coming Back Again,Kings of Leon,47,24/9/13
WALLS,Kings of Leon,64,14/10/16
Radioactive,Kings of Leon,59,19/10/10
I Want You,Kings of Leon,56,23/9/08
Be Somebody,Kings of Leon,52,23/9/08
When I Come Around,Green Day,75,1/2/94
Pretty Fly (For a White Guy),The Offspring,9,17/11/98
Song 2,Blur,64,23/10/00
When You Were Young,The Killers,2,1/1/13
Butterfly,Weezer,31,24/9/96
You And Me,Lifehouse,19,1/1/05
Hey There Delilah,Plain White T's,6,27/6/05
I Want You To Want Me - Soundtrack,Letters To Cleo,3,21/6/05
She Hates Me,Puddle Of Mudd,21,1/1/02
Wheels,Foo Fighters,62,3/11/09
Losing My Religion,R.E.M.,23,1/1/91
Last Kiss,Pearl Jam,0,26/6/05
April Sun In Cuba,Dragon,13,1/1/06
Free Fallin',Tom Petty,65,1/1/89
Born in the U.S.A.,Bruce Springsteen,75,4/6/84
Mr. Brightside,The Killers,77,15/6/04
Hey There Delilah,Plain White T's,13,28/6/05
Heroes - 1999 Remaster,David Bowie,24,14/10/77
Hear You Me,Jimmy Eat World,2,23/6/05
Scentless Apprentice,Nirvana,0,21/9/93
Verona,Elemeno P,2,1/1/03
Buddy Holly,Weezer,8,10/5/94
Fast Times in Tahoe,Elemeno P,1,1/1/03
We Share The Same Skies,The Cribs,43,6/9/09
By the Way,Red Hot Chili Peppers,74,9/7/02
First Of The Gang To Die - Remastered,Morrissey,1,1/1/08
Just Like Heaven,The Cure,70,1/1/87
Love Will Tear Us Apart,Joy Division,71,20/3/08
Kingdom Of Rust,Doves,48,1/1/09
Obstacle 1,Interpol,51,24/6/05
Plastic Machinery,The Charlatans,32,26/5/17
This Picture,Placebo,59,24/3/03
Motorcycle Emptiness,Manic Street Preachers,60,28/10/02
There Are Too Many Of Us,Blur,38,24/4/15
Smokers Outside the Hospital Doors,Editors,56,29/6/05
All the Rage Back Home,Interpol,50,8/9/14
Men's Needs,The Cribs,51,12/5/07
Walk Away,Franz Ferdinand,1,3/10/05
Seven - Remastered,Sunny Day Real Estate,45,10/5/94
Munich,Editors,61,27/6/05
An End Has a Start,Editors,53,29/6/05
The Rover,Interpol,58,24/8/18
Rest My Chemistry,Interpol,65,10/7/07
Evil,Interpol,47,23/8/05
Slow Hands,Interpol,38,23/8/05
Stand Inside Your Love,The Smashing Pumpkins,49,1/1/00
Aviation,The Last Shadow Puppets,53,2/12/16
Girls and Boys,Blur,68,23/10/00
Factory of Faith,Red Hot Chili Peppers,52,29/8/11
What You Know,Two Door Cinema Club,71,7/2/10
Club Foot,Kasabian,50,26/6/05
When The Sun Goes Down,Arctic Monkeys,71,29/1/06
Somebody Told Me,The Killers,69,7/6/04
A-Punk,Vampire Weekend,69,27/1/08
My Number,Foals,70,11/2/13
Debaser,Pixies,63,17/4/89
Go With The Flow,Queens of the Stone Age,65,1/1/02
Black Star,Radiohead,52,28/3/95
A Design for Life - Remastered,Manic Street Preachers,56,20/5/96
Live Forever,Oasis,57,29/8/94
Champagne Supernova - Remastered,Oasis,66,2/10/95
Everyday Is Like Sunday - 2011 Remaster,Morrissey,60,10/6/05
My Favourite Game,The Cardigans,63,1/1/98
Ruby,Kaiser Chiefs,62,26/2/07
Hate To Say I Told You So,The Hives,14,22/6/05
Seven Nation Army,The White Stripes,58,1/4/03
The Passenger,Iggy Pop,45,1/1/77
Brass in Pocket - 2006 Remaster,Pretenders,65,11/1/80
Call Me,Blondie,69,1/1/99
Pale Blue Eyes,The Velvet Underground,66,22/5/05
Enjoy the Silence - Single Mix,Depeche Mode,65,12/6/05
Like a Stone,Audioslave,45,24/6/05
Stupid Girl,Garbage,47,17/6/05
Are You Gonna Be My Girl,Jet,74,15/9/03
Do You Want To,Franz Ferdinand,55,3/10/05
Make It Wit Chu,Queens of the Stone Age,64,1/1/07
I Sat By The Ocean,Queens of the Stone Age,66,3/6/13
Pressure,Muse,69,9/11/18
Do I Wanna Know?,Arctic Monkeys,82,9/9/13
You're In The Army Now - Status Quo In Concert,Status Quo,32,1/1/10
Boys Don't Cry,The Cure,73,11/5/79
If You Leave - Remastered 2019,Orchestral Manoeuvres In The Dark,49,4/10/19
Tainted Love,Soft Cell,74,3/6/05
Love My Way,The Psychedelic Furs,64,4/6/05
Always Something There to Remind Me - 2018 Remaster,Naked Eyes,56,1/1/83
People Are People,Depeche Mode,60,24/9/84
Hungry Like the Wolf - 2009 Remaster,Duran Duran,71,10/5/82
A Little Respect - 2009 Remastered Version,Erasure,69,18/4/88
The Ghost in You,The Psychedelic Furs,44,5/9/84
Talking In Your Sleep,The Romantics,60,14/2/83
Turning Japanese - Non Stop Edit,The Vapors,50,1/7/80
Hold Me Now,Thompson Twins,56,1/10/84
