track_id,track_artist,track_album_name,playlist_name,playlist_genre,playlist_subgenre
3AAufodtnqwvGMzklCU7qd,Nice & Wild,"Energy,1987,1oReEujyWpQv2OX68BVPPA,latin
1WOL9lrdYoGoUmfZM0L8i8,Nu Shooz,80's The Collection,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
01QhVHvkGqzO861Kl3GhfX,Trinere,All Night,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
3MlEqAnrpzXR5dvhy8Y76y,TKA,Scars of Love,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
3sRCesHh424gmCji7Fz9Gm,Lisa Lisa & Cult Jam,Playlist: The Very Best Of Lisa Lisa & Cult Jam,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
015ljpgRzoOEwCEST5CGbb,Company B,"12"" Booty Shakin' Hits",80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
4339KjMRnlrI8up0Pq8aaq,Cynthia,Cynthia (Deluxe Edition),80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
51k2LB1iizPL9grpAkQrco,Lil Suzy,Lil' Suzy - The Greatest Hits,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
6gHPRYq8gTZWvp8myNF4Io,Connie,The Best Of Connie,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
5BDs2KeMpNXSFVwCFOWD2C,Debbie Deb,She’s Back,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
17ESRfV2okvyEl6P7pH1ww,The Cover Girls,Show Me - [Hearthrob Mix] [Florida Mix] [Devils Nest Mix] [Drumapella],80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
0ozd432IdkUR3ItM8ieKt0,Exposé,Exposure,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
4tSteFXglCBaG6sFvYCBVX, Summertime",1jsRbDu2wdcpP9oauhjZMx,2008-09-02,1oReEujyWpQv2OX68BVPPA,latin
0AcmTuNAihP5wlws9eBwQc,Safire,Freestyle's Best Extended Versions Volumes 3 & 4,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
2dURQIBrw3XcHyVZlfdpC1,Stacey Q,Better Than Heaven,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
6AOsz26oASRoCK1Cm1ioJP,Stevie B,Best Of Stevie B,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
3YVPpVJvJG2EauXurPA90F,Taylor Dayne,Tell It to My Heart (Expanded Edition),80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
5WwZeusFlxOKmTW25ImmgM,Lisa Lisa & Cult Jam,Lisa Lisa And Cult Jam With Full Force,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
7AYEj2PVoWljyLUEmNUvGt,Debbie Deb,She’s Back,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
3h3WmEpqqgfk7YKaiLvSBR,Freestylers,We Rock Hard,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
48p5E25cFPanxuwCTmTpuL,When In Rome,When In Rome,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
5a3QwvHiJO4fKWJqsPkJvB,Exposé,Exposure,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
6WCJyL4KetAqEZYhRq5S3f,Corina,Corina,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
3uQ66wzJlRPBvy883oYCa8,Lisette Melendez,Together Forever,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
1xRCGC0OUcavUYX6T4oDqH,Giorgio Moroder,The Casablanca Records Story,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
6N3HyzopHHNVNmZx4HOrvI,People Like Us,Midnight Lover,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
7hDVN6GisA47ym0H93NA1Z,Information Society,Information Society (CD+G),80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
5XSO16N3OQQieI0018ZDLg,Stevie B,Best Of Stevie B,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
3zOGILD2cGfg9RDID1EEsX,Jenny Burton,In Black And White,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
2ie1f44aVVgGQnfSSHATha,Nayobe,Freestyle Dance Usa - Volume 1,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
5DkcXm9nsEEz1LGCTTms7R,Timmy T,Time After Time,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
3LUUsUqIpjMUx0NJjHzDsf,Promise Circle,80's Pop Classics,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
4KhOfYSg4ULCbTjCLj3EB2,Shannon,The Best Is Yet To Come,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
6PeUPMMz3cskGSKCDbfDVq,Johnny O.,Micmac Original 12 Inch Club Versions volume 1,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
1JYfHi3cPAR8983cL45bLp,Alisha,Vanguard Dance Classics (Pt. 1),80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
0jFwcP1btVnq7z5KkE0ar9,Safire,Freestyle's Best Extended Versions Volumes 1 & 2,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
2MQ23MqDI0N9IVy8iaZddc,Pretty Poison,Catch Me I'm Falling,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
40bUx81llF44hfd73XuXe8,Stevie B,Best Of Stevie B,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
08PPWoWOXNWxWoMGSADdSq,Will To Power,Will To Power,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
1hx5XSk2uGFGBuUIROLGHN,Lisa Lisa & Cult Jam,Super Hits,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
4DAr4BlLbgpfUJ7iAwOKK0,Sweet Sensation,Take It While It's Hot,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
3bha0QWUY1V3nXG5mzcnI3,Bardeux,Bold As Love,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
70YbkeMhAqTxOhOwnw3T4p,Adam Marano,The Greatest Hits,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
1XUkeGjCHXUcus4U7WzYmF,Wish & Fonda Rae,"Disco Nights,2005-01-01,1oReEujyWpQv2OX68BVPPA,latin
5UMcKPOLRvFVhZdVM29U8X,Trinere,All Night,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
5byYO8JjkxV27yQYo2pDRx,Dino,24/7,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
1k82KNC5Ds6HRUXbf6EaHE,Information Society,Information Society (CD+G),80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
5bLrBRYR92X7CddgbVhUqc,Righeira,Vamos a la Playa,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
4tELPC3XSTG4KXntjidNfZ,Tapps,RE-Turn,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
12vZleR9JnHttHJcx2NJw9,Digital Emotion,Digital Emotion,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
1KwvqQzquDhC3kr6Q9JC8x,"Tallak feat,4xTuO3Mxt5dvHRaXudYApn,2005-10-14,1oReEujyWpQv2OX68BVPPA,latin
129cVllFJHHwSJuW4JnR4F,Rockell,Can't We Try,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
6Ib6spYstXrIWT8R0jAHoF,Nancy Martinez,Not Just The Girl Next Door,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
524wRHQekJJvQWtAIy115v,Coro,Freestyle's Best Extended Versions Volumes 1 & 2,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
2sYLlZU3FuCF8SKNeIvdKA,The Jets,Back To Back,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
6Dy9ADyJYhwUT2wVqBRqBD,D'zyre,Fever Freestyle Flashbacks,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
7AXg3PnjcmdGaA5UEgrtZ0,Marce,More Than 80's Disco,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
3JWcQsVAWM0OaFJHent1Vo,Freeeze,Classic Club Bangers (Continuous DJ Mix),80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
62P5C3fXhFl3PkNMWzGcoK,TPE featuring Adam Marano,Micmac's Greatest Freestyle Hits! volume 2,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
7pAFUKEZLgROw7CBtl9spL,Freestyle,It's Automatic,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
3HcjZv0apxNeE34Et00W8i,Flowbee,Freestyle 80's Vol.2,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
0symbiCfmFvJDJgR6y8gkf,Seduction,Nothing Matters Without Love,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
6xugsC41ONHG1QzuIA0Oxw,Giggles,Freestyle's Best Extended Versions Volumes 1 & 2,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
4WUGqL1huVHWEmG50hrLoC,Angelique,I Can't Live Without You,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
6VpuAatFrhUV0Qhhy8Iz8a,Exposé,Exposure,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
2q9cjGRCXwJcp3YchwAQQV,Elissa,Show Me How You Love Me (Do You Love Me),80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
35gK47sPzznKnaKsEpKU4z,Rio Diege,Tears,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
3wnjAXKdsFmtKvDcYSysjd,Jellybean,Lost Hits Of The 80's (All Original Artists & Versions),80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
11eAS1PTdMGIzzZ0UPey8O,N.V.,"High Power Records Greatest Freestyle Hits,1993-03-15,1oReEujyWpQv2OX68BVPPA,latin
5SVwYZ8kVz8IXVm8Bji6XY,Camouflage,Voices & Images,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
7lhEshSCXjqbpn8sjQrLIn,Red Flag,80's: Mullets & Synths,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
5xWvbl1AXZmkOHzsM29G2y,Tallak,Freestyle 80's Vol.2,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
7AERV8NHv04U0xGM5Wac62,STOP,The Latin Connection,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
22Nq8jG98vSGghSyBsIjMO,Newcleus,Jam On It (Re-Recorded Version),80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
2bzwRD4vAbK2xE5Joddb4f,Cynthia,Cynthia (Deluxe Edition),80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
3cJORIh6ygiRm7qXtU6zBw,Tonasia,Charlie Rock Presents Freestyle's Elite Club,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
0sdtAStTSLikyTg9PTTyys,Shana,Vision Records Dance Disc 2,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
4OWqV0YrzAJhsMvVdBB3a1,1A.m.,Old School Freestyle Mega Jams Vol. 3,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
5NZtSYopCmrB9KoxmpOTs4,Aby,Blue Steel: Catwalk Music,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
1p5GFCHCm5u8t2tvhDqQ7Z,The Flirts,Greatest Hits,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
2CbgPrMwa0UWUdppsOIoTR,Man Parrish,Hip Hop Be Bop,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
09PFYYJuXJ961Kp8ZIxxpx,Nu Shooz,Poolside,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
6havpXIioTsgU3M4D6cn83,Floor Bangas,Trinere & Friends Greatest Hits,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
3OAZLnU0Ss6TRHtFZ2B6UF,Nice & Wild,Nice & Wild,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
2CIxyjm7ZCmGwJWdYk40L3,Lil' Johanna,Real Love,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
6TIN8hxzwxTt4v4aKENmdv,B.City Crew,Freestyle 80's Vol.2,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
3a7g0gSKdcYqJIH4EldHXh,Tapps,"My Forbidden Lover (original Power 12"" Mix) - Single",80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin,latin hip hop
1NtIMM4N0cFa1dNzN15chl,Imagine Dragons,Evolve,Today's Hits 2000-Present,latin,latin hip hop
3LlAyCYU26dvFZBDUIMb7a,Imagine Dragons,Night Visions,Today's Hits 2000-Present,latin,latin hip hop
04aAxqtGp5pv12UXAg4pkq,Fall Out Boy,American Beauty/American Psycho,Today's Hits 2000-Present,latin,latin hip hop
3Te8uLyit6X3ncNW8Fp3K2,Fall Out Boy,American Beauty/American Psycho,Today's Hits 2000-Present,latin,latin hip hop
52yOf7Ls1u5AO3cFIzQ58m,Maroon 5,Cold,Today's Hits 2000-Present,latin,latin hip hop
0AKejOKlGdiB53QpwAeenO,Maroon 5,Don't Wanna Know,Today's Hits 2000-Present,latin,latin hip hop
2iuZJX9X9P0GKaE93xcPjk,Maroon 5,V,Today's Hits 2000-Present,latin,latin hip hop
7LcfRTgAVTs5pQGEQgUEzN,Maroon 5,Hands All Over,Today's Hits 2000-Present,latin,latin hip hop
6sy3LkhNFjJWlaeSMNwQ62,OneRepublic,Native,Today's Hits 2000-Present,latin,latin hip hop
76hfruVvmfQbw0eYn1nmeC,DNCE,DNCE,Today's Hits 2000-Present,latin,latin hip hop
5kqIPrATaCc2LqxVWzQGbk,Lukas Graham,Lukas Graham,Today's Hits 2000-Present,latin,latin hip hop
4G8gkOterJn0Ywt6uhqbhp,Imagine Dragons,Night Visions,Today's Hits 2000-Present,latin,latin hip hop
5PUawWFG1oIS2NwEcyHaCr,Fall Out Boy,American Beauty/American Psycho,Today's Hits 2000-Present,latin,latin hip hop
06KyNuuMOX1ROXRhj787tj,Charlie Puth,Nine Track Mind,Today's Hits 2000-Present,latin,latin hip hop
6GmUVqe73u5YRfUUynZK6I,Passenger,All the Little Lights,Today's Hits 2000-Present,latin,latin hip hop
6KuHjfXHkfnIjdmcIvt9r0,Imagine Dragons,Night Visions (Deluxe),Today's Hits 2000-Present,latin,latin hip hop
1WkMMavIMc4JZ8cfMmxHkI,Justin Timberlake,TROLLS (Original Motion Picture Soundtrack),Today's Hits 2000-Present,latin,latin hip hop
22VdIZQfgXJea34mQxlt81,The Weeknd,Beauty Behind The Madness,Today's Hits 2000-Present,latin,latin hip hop
0dw7G0QDuW7UwyL0boHKMU,The Wanted,The Wanted,Today's Hits 2000-Present,latin,latin hip hop
7MXVkk9YMctZqd1Srtv4MB,The Weeknd,Starboy,Today's Hits 2000-Present,latin,latin hip hop
4h8VwCb1MTGoLKueQ1WgbD,Avicii,True,Today's Hits 2000-Present,latin,latin hip hop
7wqSzGeodspE3V6RBD5W8L,Wiz Khalifa,See You Again (feat. Charlie Puth),Today's Hits 2000-Present,latin,latin hip hop
3U4isOIWM3VvDubwSI3y7a,John Legend,Love In The Future (Expanded Edition),Today's Hits 2000-Present,latin,latin hip hop
1ExfPZEiahqhLyajhybFeS,Bruno Mars,Doo-Wops & Hooligans,Today's Hits 2000-Present,latin,latin hip hop
0aOluBqXYd0rFSCsgDyAWX,Hozier,Hozier,Today's Hits 2000-Present,latin,latin hip hop
7soJgKhQTO8hLP2JPRkL5O,Charlie Puth,Nine Track Mind,Today's Hits 2000-Present,latin,latin hip hop
0lHAMNU8RGiIObScrsRgmP,David Guetta,Nothing but the Beat 2.0,Today's Hits 2000-Present,latin,latin hip hop
1NhPKVLsHhFUHIOZ32QnS2,OneRepublic,Waking Up,Today's Hits 2000-Present,latin,latin hip hop
1kPpge9JDLpcj15qgrPbYX,Owl City,The Midsummer Station,Today's Hits 2000-Present,latin,latin hip hop
6t6oULCRS6hnI7rm0h5gwl,fun.,Some Nights,Today's Hits 2000-Present,latin,latin hip hop
4vp2J1l5RD4gMZwGFLfRAu,The Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),Today's Hits 2000-Present,latin,latin hip hop
1LmN9SSHISbtp9LoaR5ZVJ,Maroon 5,Overexposed,Today's Hits 2000-Present,latin,latin hip hop
4Ub8UsjWuewQrPhuepfVpd,Bastille,All This Bad Blood,Today's Hits 2000-Present,latin,latin hip hop
48RrDBpOSSl1aLVCalGl5C,Eminem,The Marshall Mathers LP2,Today's Hits 2000-Present,latin,latin hip hop
1tAutlhI9FwnKn7fVgmd5P,David Guetta,Nothing but the Beat 2.0,Today's Hits 2000-Present,latin,latin hip hop
0nJW01T7XtvILxQgC5J7Wh,Bruno Mars,Unorthodox Jukebox,Today's Hits 2000-Present,latin,latin hip hop
3528IXKpbb7OMjdjWYlbfD,Neon Trees,Picture Show (Deluxe Edition),Today's Hits 2000-Present,latin,latin hip hop
0IkKz2J93C94Ei4BvDop7P,LMFAO,Sorry For Party Rocking,Today's Hits 2000-Present,latin,latin hip hop
1nInOsHbtotAmEOQhtvnzP,Kelly Clarkson,Stronger (Deluxe Version),Today's Hits 2000-Present,latin,latin hip hop
1qk9ujVgudgU8CyhKOx8ji,Gotye,Making Mirrors,Today's Hits 2000-Present,latin,latin hip hop
4XNrMwGx1SqP01sqkGTDmo,Maroon 5,Overexposed (Deluxe),Today's Hits 2000-Present,latin,latin hip hop
6OtCIsQZ64Vs1EbzztvAv4,OneRepublic,Waking Up,Today's Hits 2000-Present,latin,latin hip hop
1gYMxXXGANfGIGXDFf9Czv,Rihanna,Talk That Talk,Today's Hits 2000-Present,latin,latin hip hop
6TwfdLbaxTKzQi3AgsZNzx,Maroon 5,Overexposed (Deluxe),Today's Hits 2000-Present,latin,latin hip hop
0W4Kpfp1w2xkY3PrV714B7,The Lumineers,The Lumineers,Today's Hits 2000-Present,latin,latin hip hop
2JZKXgq5zsokN01KWyiY6n,Justin Timberlake,The 20/20 Experience,Today's Hits 2000-Present,latin,latin hip hop
4ywvnllm7kpaXDsa1VNNpY,Gym Class Heroes,The Papercut Chronicles II,Today's Hits 2000-Present,latin,latin hip hop
1EzrEOXmMH3G43AXT1y7pA,Jason Mraz,We Sing. We Dance. We Steal Things.,Today's Hits 2000-Present,latin,latin hip hop
7gUpO6td4OOnu0Lf9vhcIV,Ellie Goulding,Lights,Today's Hits 2000-Present,latin,latin hip hop
6HkjpGIOHv4y0IBAxUbE5z,Lady Gaga,The Fame,Today's Hits 2000-Present,latin,latin hip hop
1gihuPhrLraKYrJMAEONyc,Calvin Harris,18 Months,Today's Hits 2000-Present,latin,latin hip hop
0WfKDYeUAoLA3vdvLKKWMW,Lady Gaga,The Fame,Today's Hits 2000-Present,latin,latin hip hop
6qYGUxPjQt5PJtWdiNppZx,P!nk,Funhouse,Today's Hits 2000-Present,latin,latin hip hop
0ByMNEPAPpOR5H69DVrTNy,Rihanna,Good Girl Gone Bad: Reloaded,Today's Hits 2000-Present,latin,latin hip hop
5R9a4t5t5O0IsznsrKPVro,Beyoncé,I AM...SASHA FIERCE,Today's Hits 2000-Present,latin,latin hip hop
5rwdhliMmo0aAQ08vU0AOZ,Maroon 5,V (Deluxe),Today's Hits 2000-Present,latin,latin hip hop
1jYiIOC5d6soxkJP81fxq2, Quavo,70,Grateful,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6
1Slwb6dOYkBlWal1PGtnNg,Ed Sheeran,x (Wembley Edition),Today's Hits 2000-Present,latin,latin hip hop
6uBhi9gBXWjanegOb2Phh0,Zedd,Stay,Today's Hits 2000-Present,latin,latin hip hop
4iLqG9SeJSnt0cSPICSjxv,Charlie Puth,Attention,Today's Hits 2000-Present,latin,latin hip hop
2Fs18NaCDuluPG1DHGw1XG,Rascal Flatts,Me And My Gang,Today's Hits 2000-Present,latin,latin hip hop
2tJulUYLDKOg9XrtVkMgcJ,Bruno Mars,Doo-Wops & Hooligans,Today's Hits 2000-Present,latin,latin hip hop
7a86XRg84qjasly9f6bPSD,fun.,Some Nights,Today's Hits 2000-Present,latin,latin hip hop
3w3y8KPTfNeOKPiqUTakBh,Bruno Mars,Unorthodox Jukebox,Today's Hits 2000-Present,latin,latin hip hop
2bL2gyO6kBdLkNSkxXNh6x,Maroon 5,V,Today's Hits 2000-Present,latin,latin hip hop
5rb9QrpfcKFHM1EUbSIurX,Usher,Confessions (Expanded Edition),Today's Hits 2000-Present,latin,latin hip hop
5Hroj5K7vLpIG4FNCRIjbP,American Authors,"Oh,2014-01-01,6a66cg3HcsjYkisYyQcov6,latin
3xrn9i8zhNZsTtcoWgQEAd,Kelly Clarkson,Breakaway,Today's Hits 2000-Present,latin,latin hip hop
47Slg6LuqLaX0VodpSCvPt,Bruno Mars,Doo-Wops & Hooligans,Today's Hits 2000-Present,latin,latin hip hop
4i2zhg5fHx4kSwaycOPJqH,Rixton,Let The Road,Today's Hits 2000-Present,latin,latin hip hop
55h7vJchibLdUkxdlX3fK7,Bruno Mars,Unorthodox Jukebox,Today's Hits 2000-Present,latin,latin hip hop
7G6TDmGJXDoBaV6NGj3Yic,Taylor Swift,Fearless (International Version),Today's Hits 2000-Present,latin,latin hip hop
01DSvNTUsVROjnSF5j3UbD,P!nk,The Truth About Love,Today's Hits 2000-Present,latin,latin hip hop
3QFbOgWOqXEtOD02FMcX7K,Pitbull,Planet Pit,Today's Hits 2000-Present,latin,latin hip hop
7vS3Y0IKjde7Xg85LWIEdP,Ariana Grande,My Everything (Deluxe),Today's Hits 2000-Present,latin,latin hip hop
6RjKVXi31fui9m4dbiGRrL,Taylor Swift,Red,Today's Hits 2000-Present,latin,latin hip hop
19cL3SOKpwnwoKkII7U3Wh,Sheppard,Bombs Away,Today's Hits 2000-Present,latin,latin hip hop
6HZ9VeI5IRFCNQLXhpF4bq,Icona Pop,THIS IS... ICONA POP,Today's Hits 2000-Present,latin,latin hip hop
6QPKYGnAW9QozVz2dSWqRg,Adele,21,Today's Hits 2000-Present,latin,latin hip hop
2s1sdSqGcKxpPr5lCl7jAV,Sia,1000 Forms Of Fear (Deluxe Version),Today's Hits 2000-Present,latin,latin hip hop
05SBRd4fXgn8FX7bf8BCAE,Calvin Harris,18 Months,Today's Hits 2000-Present,latin,latin hip hop
6dEnpbXyamib2EJnRhTt0G,Justin Timberlake,The 20/20 Experience,Today's Hits 2000-Present,latin,latin hip hop
0VGrgE7GbWaINRnh1bR4k9,Zedd,Clarity,Today's Hits 2000-Present,latin,latin hip hop
1T7Htpf1kEvU9Adf8J0ekk,Ariana Grande,My Everything (Deluxe),Today's Hits 2000-Present,latin,latin hip hop
5xTtaWoae3wi06K5WfVUUH,Taylor Swift,1989,Today's Hits 2000-Present,latin,latin hip hop
61Qhe2mHSLhUE04QeK4lkD,Kelly Clarkson,Breakaway,Today's Hits 2000-Present,latin,latin hip hop
023OVLNzXhX0j7CxswUt6D,OMI,Me 4 U,Today's Hits 2000-Present,latin,latin hip hop
59HjlYCeBsxdI0fcm3zglw,Taylor Swift,1989,Today's Hits 2000-Present,latin,latin hip hop
5s5t0OFg9lIlBFaCI14K1i,Maroon 5,Songs About Jane,Today's Hits 2000-Present,latin,latin hip hop
2OsEJFTfzfjG4oC92cuP2c,Selena Gomez,Stars Dance (Bonus Track Version),Today's Hits 2000-Present,latin,latin hip hop
0Mn3amMRMoabaoTf1Publ4,Demi Lovato,Confident (Deluxe Edition),Today's Hits 2000-Present,latin,latin hip hop
4nS1sut0R2mgmFitKIShVe,Ellie Goulding,Delirium (Deluxe),Today's Hits 2000-Present,latin,latin hip hop
7l94dyN2hX9c6wWcZQuOGJ,Ariana Grande,Dangerous Woman,Today's Hits 2000-Present,latin,latin hip hop
70eDxAyAraNTiD6lx2ZEnH,Elle King,Love Stuff,Today's Hits 2000-Present,latin,latin hip hop
6zoG4qagYh0UGIYwWOpE1z, I'm Good",1LjeteshjmaPrwGAN2Mg3S,2015-10-09,6a66cg3HcsjYkisYyQcov6,latin
6NprDUe0yiLIVGgcnFGgtq,Elettra Lamborghini,Pem Pem,VidaLoca - Latin / Raggaeton / Hip Hop ©,latin,latin hip hop
2cnKEkpVUSV4wnjQiTWfH6,Wisin,Escápate Conmigo,VidaLoca - Latin / Raggaeton / Hip Hop ©,latin,latin hip hop
400nZFg9JEXd9DTBJf1PE3,J Balvin,Bonita (Remix),VidaLoca - Latin / Raggaeton / Hip Hop ©,latin,latin hip hop
7fcEDkjCsB6ek5bgZEfqFX,Max Brigante,Rapido y Lento (feat. Didy) [Smoothies & Vaizar Remix],VidaLoca - Latin / Raggaeton / Hip Hop ©,latin,latin hip hop
2N85HU7TqO8lAmHA7AkNdP,Elettra Lamborghini,Mala,VidaLoca - Latin / Raggaeton / Hip Hop ©,latin,latin hip hop
7lRp0mTu0oAaN3avFuouoQ,Nicky Jam,X (Spanglish Version),VidaLoca - Latin / Raggaeton / Hip Hop ©,latin,latin hip hop
28O1p0bQXH2F6Qn8jBZZR4,Rvssian,Ponle,VidaLoca - Latin / Raggaeton / Hip Hop ©,latin,latin hip hop
1aYcpI8hXtpAEdBq8fp1pH,Ozuna,Aura,VidaLoca - Latin / Raggaeton / Hip Hop ©,latin,latin hip hop
3V8UKqhEK5zBkBb6d6ub8i,Nio Garcia,Te Boté (Remix),VidaLoca - Latin / Raggaeton / Hip Hop ©,latin,latin hip hop
2D3z17LBMJ2HEHeBFFjTLi,J Balvin,Reggaeton,VidaLoca - Latin / Raggaeton / Hip Hop ©,latin,latin hip hop
7kxYYjOYRO8HamP4RKBhJ0,Ozuna,Si No Te Quiere,VidaLoca - Latin / Raggaeton / Hip Hop ©,latin,latin hip hop
